user_id,time,ax,activity
1,2023-01-01 00:00:00,1.2,walking
1,2023-01-01 00:01:00,1.5,walking
1,2023-01-01 00:02:00,2.1,walking
1,2023-01-01 00:03:00,1.8,walking
1,2023-01-01 00:04:00,0.5,sitting
1,2023-01-01 00:05:00,0.3,sitting
1,2023-01-01 00:06:00,0.4,sitting
1,2023-01-01 00:07:00,0.2,sitting
1,2023-01-01 00:08:00,3.2,running
1,2023-01-01 00:09:00,3.8,running
1,2023-01-01 00:10:00,4.1,running
1,2023-01-01 00:11:00,3.9,running
1,2023-01-01 00:12:00,4.2,running
1,2023-01-01 00:13:00,2.1,walking
1,2023-01-01 00:14:00,1.9,walking
1,2023-01-01 00:20:00,1.7,walking
2,2023-01-01 00:00:30,0.8,sitting
2,2023-01-01 00:01:30,0.9,sitting
2,2023-01-01 00:02:30,1.1,sitting
2,2023-01-01 00:03:30,2.5,walking
2,2023-01-01 00:04:30,2.8,walking
2,2023-01-01 00:05:30,2.2,walking
2,2023-01-01 00:06:30,2.7,walking
2,2023-01-01 00:07:30,5.1,running
2,2023-01-01 00:08:30,4.8,running
2,2023-01-01 00:09:30,5.2,running
2,2023-01-01 00:10:30,4.9,running
2,2023-01-01 00:11:30,0.6,sitting
2,2023-01-01 00:12:30,0.4,sitting
2,2023-01-01 00:13:30,0.3,sitting
2,2023-01-01 00:14:30,0.5,sitting
2,2023-01-01 00:15:30,1.8,walking
